iter	RMSE
631	6.669519703
632	6.666288254
633	6.660084788
634	6.657261025
635	6.649755052
636	6.648652217
637	6.638410632
638	6.636959021
639	6.632342116
640	6.629896375
641	6.628341654
642	6.622604989
643	6.613723734
644	6.610092301
645	6.609473249
646	6.603519658
647	6.595449262
648	6.592669274
649	6.584067204
650	6.583088665
651	6.57951615
652	6.576787038
653	6.566350992
654	6.564860666
655	6.562192194
656	6.561609052
657	6.553557303
658	6.552757439
659	6.543458216
660	6.542735382
661	6.541220742
662	6.525808906
663	6.521982557
664	6.514654074
665	6.509066915
666	6.50076015
667	6.492883425
668	6.488705327
669	6.487386077
670	6.486754007
671	6.478382807
672	6.475675646
673	6.473129963
674	6.470770356
675	6.464395647
676	6.462953367
677	6.462035612
678	6.453157249
679	6.439893277
680	6.438244434
681	6.433181641
682	6.425442523
683	6.419506365
684	6.408852911
685	6.406053996
686	6.40396484
687	6.400020232
688	6.394555754
689	6.386118812
690	6.37538818
691	6.370954631
692	6.370011118693	5.575378722
694	5.57043571
695	5.569446199
696	5.557365184
697	5.554224735
698	5.551004076
699	5.549028133
700	5.547384974
701	5.544916471
702	5.537638262
703	5.532797197
704	5.529429455
705	5.52276601
706	5.517598818
707	5.515372038
708	5.513607016
709	5.510391223
710	5.505218958
711	5.500082258
712	5.494947136
713	5.493388329
714	5.491870789
715	5.487943342
716	5.485737756
717	5.483276191
718	5.483001795
719	5.482309949
720	5.481143601
721	5.473276351
722	5.472814165
723	5.466486777
724	5.465380395
725	5.460422229
726	5.45861857
727	5.453093632
728	5.451887701
729	5.443255271
730	5.436189488
731	5.428739865
732	5.424132459
733	5.41734473
734	5.412376599
735	5.406720742
736	5.400401418
737	5.397654025
738	5.390716252
739	5.385757333
740	5.383728554
741	5.381099506
742	5.380280335
743	5.374451027
744	5.372696638
745	5.371925287
746	5.368160251
747	5.362937575
748	5.35772657
749	5.355635969
750	5.348991389
751	5.347273632
752	5.341863553
753	5.335142743
754	5.333200553
755	5.328556067
756	5.320909259
757	5.316286355
758	5.313238142
759	5.306130441
760	5.304309806
761	5.30387115
762	5.300483883
763	5.298725497
764	5.293871439
765	5.292381304
766	5.2897454
767	5.286305554
768	5.284722068
769	5.283831942
770	5.280816466
771	5.278910617
772	5.269248802
773	5.264525324
774	5.263693065
775	5.258448972
776	5.256672015
777	5.24980433
778	5.246618828
779	5.244310531
780	5.238148877
781	5.234710723
782	5.231292411
783	5.229901895
784	5.223764921
785	5.219170629
786	5.217209486
787	5.215552544
788	5.208922757
789	5.202422615
790	5.199626119
791	5.196295806
792	5.193114446
793	5.19265097
794	5.186891194
795	5.185486289
796	5.184485996
797	5.183341611
798	5.178080234
799	5.175254922
800	5.174256216
801	5.171840508
802	5.16786769
803	5.166919949
804	5.165842572
805	5.155618138
806	5.155201324
807	5.149589033
808	5.144897262
809	5.142081887
810	5.138415425
811	5.137250684
812	5.132046516
813	5.130846313
814	5.124923283
815	5.124656949
816	5.121061695
817	5.120513165
818	5.117290241
819	5.11527033
820	5.113613964
821	5.112657284
822	5.109908534
823	5.105641039
824	5.104784092
825	5.103437877
826	5.102324343
827	5.096519984
828	5.089509207
829	5.088373575
830	5.084857881
831	5.079069137
832	5.078753031
833	5.074758627
834	5.069789272
835	5.066889195
836	5.060269756
837	5.059470302
838	5.054969112
839	5.049908401
840	5.04740003
841	5.043054505
842	5.041974645
843	5.040867522
844	5.039978439
845	5.039077915
846	5.038684755
847	5.034411673
848	5.029087025
849	5.028406292
850	5.023569976
851	5.019560038
852	5.016777631
853	5.01613487
854	5.010705363
855	5.008673986
856	5.00474023
857	5.00279333
858	4.999159318
859	4.998216967
860	4.995323062
861	4.993433257
862	4.988007973
863	4.986718143
864	4.984079013
865	4.981911685
866	4.980975542
867	4.980638472
868	4.978947014
869	4.977199386
870	4.972317257
871	4.970234077
872	4.966042775
873	4.962656649
874	4.960850407
875	4.958439053
876	4.95242212
877	4.946813649
878	4.94282943
879	4.938549649
880	4.937765896
881	4.935798681
882	4.935060004
883	4.932547702
884	4.928221659
885	4.92779159
886	4.922555384
887	4.921639549
888	4.915805398
889	4.912523216
890	4.911600138
891	4.910492113
892	4.908099646
893	4.90522021
894	4.899468443
895	4.898305411
896	4.894015898
897	4.888440782
898	4.885231411
899	4.881153737
900	4.877718641
901	4.872137349
902	4.871271067
903	4.870057255
904	4.862709026
905	4.856970331
906	4.856576805
907	4.854583009
908	4.851064569
909	4.85038863
910	4.848287286
911	4.847808729
912	4.845364237
913	4.843687832
914	4.841198709
915	4.839276839
916	4.838216493
917	4.836942103
918	4.834698031
919	4.831967768
920	4.83153597
921	4.83080864
922	4.824441061
923	4.82368725
924	4.817824652
925	4.814695738
926	4.812303346
927	4.810665401
928	4.806050756
929	4.797135889
930	4.796852752
931	4.796479111
932	4.791992022
933	4.786679527
934	4.781632933
935	4.779059577
936	4.775070686
937	4.774572244
938	4.771588328
939	4.769800259
940	4.76665506
941	4.766098085
942	4.765315673
943	4.760809274
944	4.760427136
945	4.757794601
946	4.752724223
947	4.749920436
948	4.746865775
949	4.744206752
950	4.740472098
951	4.739225588
952	4.735466041
953	4.735156637
954	4.733444098
955	4.729447524
956	4.726113845
957	4.725022338
958	4.717775927
959	4.717482969
960	4.712189275
961	4.710751912
962	4.706069407
963	4.704110906
964	4.701902334
965	4.700277805
966	4.697243782
967	4.69565753
968	4.690882715
969	4.69019343
970	4.68529307
971	4.682438572
972	4.680738918
973	4.675955438
974	4.675649273
975	4.670091062
976	4.667496128
977	4.663223984
978	4.657463447
979	4.653860091
980	4.65252373
981	4.648475888
982	4.644935257
983	4.64417531
984	4.642079284
985	4.641040405
986	4.639056551
987	4.636190151
988	4.635917811
989	4.634746637
990	4.633820629
991	4.62920149
992	4.619119822
993	4.614492477
994	4.614026763
995	4.605277206
996	4.601143601
997	4.600868355
998	4.600427445
999	4.600061026

4.405412214
